DEBUG 2018-12-14 23:47:47,061  3226ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-15 00:45:25,504   998ms HomeController         Index              - Iniciando Index en Home Controller
DEBUG 2018-12-15 00:45:25,539  1033ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-15 00:45:25,553  1048ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-15 23:26:55,697  1160ms HomeController         Index              - Iniciando Index en Home Controller
DEBUG 2018-12-15 23:26:55,745  1208ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-15 23:26:55,750  1213ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-15 23:29:25,019  1401ms HomeController         Index              - Iniciando Index en Home Controller
DEBUG 2018-12-15 23:29:25,063  1445ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-15 23:29:25,067  1449ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-15 23:47:45,866  1093ms HomeController         Index              - Iniciando Index en Home Controller
DEBUG 2018-12-15 23:47:45,900  1126ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-15 23:47:45,904  1130ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-15 23:53:22,927  1076ms HomeController         Index              - Iniciando Index en Home Controller
DEBUG 2018-12-15 23:53:22,996  1144ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-15 23:53:22,998  1147ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-16 01:15:27,323  1038ms HomeController         Index              - Iniciando Index en Home Controller
DEBUG 2018-12-16 01:15:27,362  1077ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-16 01:15:27,367  1082ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-16 01:27:43,909   804ms HomeController         Index              - Iniciando Index en Home Controller
DEBUG 2018-12-16 01:27:43,934   829ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-16 01:27:43,938   833ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-16 01:30:50,822   835ms HomeController         Index              - Iniciando Index en Home Controller
DEBUG 2018-12-16 01:30:50,854   867ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-16 01:30:50,858   871ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-16 01:31:16,370 26382ms HomeController         Index              - Iniciando Index en Home Controller
DEBUG 2018-12-16 01:31:16,371 26383ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-16 01:31:16,372 26384ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-16 01:31:20,694 30707ms AccountController      Login              - Usuaro inicio sesion
DEBUG 2018-12-16 01:31:36,943 46955ms HomeController         Index              - Iniciando Index en Home Controller
DEBUG 2018-12-16 01:31:36,944 46956ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-16 01:31:36,944 46956ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-16 01:31:52,379 62392ms AccountController      LogOff             - Usuario se desloguea
DEBUG 2018-12-16 01:31:52,387 62400ms HomeController         Index              - Iniciando Index en Home Controller
DEBUG 2018-12-16 01:31:52,388 62401ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-16 01:31:52,388 62401ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-16 01:31:55,093 65105ms AccountController      Login              - Usuaro inicio sesion
DEBUG 2018-12-16 01:32:01,291 71304ms HomeController         Index              - Iniciando Index en Home Controller
DEBUG 2018-12-16 01:32:01,292 71305ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-16 01:32:01,293 71306ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-16 01:32:09,576 79589ms AccountController      LogOff             - Usuario se desloguea
DEBUG 2018-12-16 01:32:09,584 79597ms HomeController         Index              - Iniciando Index en Home Controller
DEBUG 2018-12-16 01:32:09,585 79598ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-16 01:32:09,585 79598ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-16 01:32:12,748 82761ms AccountController      Login              - Usuaro inicio sesion
DEBUG 2018-12-16 01:32:15,808 85821ms AccountController      MoveNext           - Usuario logueado mediante proveedor externo
DEBUG 2018-12-16 01:32:15,905 85918ms AccountController      MoveNext           - Usuario logueado mediante proveedor externo
DEBUG 2018-12-16 01:32:15,918 85931ms HomeController         Index              - Iniciando Index en Home Controller
DEBUG 2018-12-16 01:32:15,918 85931ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
DEBUG 2018-12-16 01:32:15,919 85932ms CompressAttribute      OnResultExecuting  - El compresor esta funcionando mediante GZIP
